88		5		2		53.50471555960821
52		6		7		100.0
89		6		7		100.0
55		5		4		100.0
90		5		4		100.0
62		5		3		100.0
91		5		3		100.0
65		5		1		100.0
92		5		1		100.0
1		4		1		51.7523577798041
93		4		1		100.0
14		4		4		98.2476422201959
94		4		4		98.2476422201959
19		4		4		100.0
95		4		4		100.0
21		9		3		100.0
96		9		3		100.0
26		7		2		100.0
97		7		2		100.0
49		3		6		98.2476422201959
98		3		6		53.50471555960821
53		4		5		100.0
99		4		5		100.0
65		6		1		100.0
100		6		1		100.0
72		4		5		100.0
101		4		5		53.50471555960821
81		7		3		100.0
102		7		3		100.0
84		7		7		100.0
103		7		7		100.0
1		5		1		53.50471555960821
104		5		1		98.2476422201959
5		4		5		53.50471555960821
105		4		5		100.0
19		5		4		100.0
106		5		4		100.0
23		3		5		100.0
107		3		5		96.4952844403918
28		7		7		100.0
108		7		7		100.0
29		5		7		100.0
109		5		7		100.0
34		6		3		100.0
110		6		3		53.50471555960821
58		4		1		100.0
111		4		1		53.50471555960821
60		5		3		100.0
112		5		3		98.2476422201959
61		5		4		100.0
113		5		4		100.0
63		4		4		100.0
114		4		4		100.0
64		5		7		100.0
115		5		7		98.2476422201959
67		5		4		100.0
116		5		4		100.0
69		5		1		100.0
117		5		1		100.0
82		7		2		100.0
118		7		2		100.0
87		6		4		100.0
119		6		4		100.0
94		5		4		100.0
120		5		4		98.2476422201959
97		8		2		100.0
121		8		2		100.0
98		4		6		100.0
122		4		6		53.50471555960821
3		3		3		51.7523577798041
123		3		3		100.0
8		5		3		100.0
124		5		3		100.0
13		5		3		98.2476422201959
125		5		3		100.0
15		4		7		100.0
126		4		7		100.0
26		8		2		100.0
127		8		2		100.0
46		6		2		98.2476422201959
128		6		2		100.0
53		5		5		100.0
129		5		5		100.0
57		7		3		100.0
130		7		3		100.0
67		6		4		100.0
131		6		4		100.0
75		3		6		98.2476422201959
132		3		6		100.0
78		4		7		98.2476422201959
133		4		7		100.0
81		8		3		100.0
134		8		3		100.0
99		5		5		100.0
135		5		5		100.0
102		8		3		100.0
136		8		3		100.0
104		6		1		100.0
137		6		1		98.2476422201959
105		5		5		100.0
138		5		5		100.0
107		4		5		98.2476422201959
139		4		5		98.2476422201959
110		7		3		100.0
140		7		3		53.50471555960821
111		5		1		100.0
141		5		1		53.50471555960821
112		6		3		98.2476422201959
142		6		3		100.0
